ISIN,SECURITY NAME,BSE CODE,BSE SERIES,NSE SYMBOL,NSE SERIES,GROUP I BSE,GROUP I NSE,VAR MARGIN %
INE302M01033,Prabhat Dairy Limited,539351,B,PRABHAT,EQ,Y,Y,50
INE074A01025,Praj Industries Ltd,522205,A,PRAJIND,EQ,Y,Y,50
INE488V01015,PSP Projects Limited,540544,B,PSPPROJECT,EQ,Y,Y,50
INE560K01014,PTC India Financial Services Limited,533344,A,PFS,EQ,Y,Y,50
INE874I01013,Ramky Infrastructure Limited,533262,B,RAMKY,EQ,Y,Y,50
INE384A01010,Rane Holdings Ltd,505800,B,RANEHOLDIN,EQ,Y,Y,50
INE105J01010,RPG Life Sciences Limited,532983,B,RPGLIFE,EQ,Y,Y,50
INE573K01017,Rushil Decor Limited,533470,B,RUSHIL,EQ,Y,Y,50
INE597J01018,Shalby Limited,540797,B,SHALBY,EQ,Y,Y,50
INE916U01025,Sheela Foam Limited,540203,B,SFL,EQ,Y,Y,50
INE059B01024,Simplex Infrastructures Ltd,523838,B,SIMPLEXINF,EQ,Y,Y,50
INE002L01015,SJVN Limited,533206,A,SJVN,EQ,Y,Y,50
INE439E01022,Skipper Limited,538562,B,SKIPPER,EQ,Y,Y,50
INE355A01028,Somany Ceramics Ltd,531548,B,SOMANYCERA,EQ,Y,Y,50
INE943C01027,Srikalahasthi Pipes Limited,513605,B,SRIPIPES,EQ,Y,Y,50
INE802C01017,Steel Strips Wheels Ltd,513262,B,SSWL,EQ,Y,Y,50
INE387A01021,Sundram Fasteners Ltd,500403,A,SUNDRMFAST,EQ,Y,Y,50
INE399C01030,Suprajit Engineering Ltd,532509,B,SUPRAJIT,EQ,Y,Y,50
INE286K01024,Techno Electric & Engineering Co Ltd,533281,B,TECHNO,EQ,Y,Y,50
INE621L01012,Texmaco Rail & Engineering Limited,533326,A,TEXRAIL,EQ,Y,Y,50
INE421C01016,TVS Srichakra Ltd,509243,B,TVSSRICHAK,EQ,Y,Y,50
INE691A01018,UCO Bank Ltd,532505,A,UCOBANK,EQ,Y,Y,50
INE699A01011,Uttam Galva Steels Ltd,513216,B,UTTAMSTL,EQ,Y,N,50
INE884A01019,Vaibhav Global LTD.,532156,B,VAIBHAVGBL,EQ,Y,Y,50
INE893I01013,Vascon Engineers Limited,533156,B,VASCONEQ,EQ,Y,Y,50
INE410B01029,Vinati Organics Ltd,524200,B,VINATIORGA,EQ,Y,Y,50
INE726L01019,Weizmann Forex Limited,533452,B,WEIZFOREX,EQ,Y,Y,50
INE835G01018,Allsec Technologies Limited,532633,B,ALLSEC,EQ,Y,Y,55
INE871C01038,Avanti Feeds Ltd,512573,A,AVANTIFEED,EQ,Y,Y,55
INE294A01037,Ballarpur Industries Ltd,500102,B,BALLARPUR,EQ,Y,Y,55
INE205B01023,Elecon Engineering Company Ltd,505700,B,ELECON,EQ,Y,Y,55
INE255A01020,Essel Propack Ltd,500135,B,ESSELPACK,EQ,Y,Y,55
INE816B01027,FILATEX INDIA LIMITED,526227,B,FILATEX,EQ,Y,Y,55
INE524A01029,Gabriel India Ltd,505714,B,GABRIEL,EQ,Y,Y,55
INE460C01014,Ganesh Housing Corporation Ltd,526367,B,GANESHHOUC,EQ,Y,Y,55
INE615I01010,Globus Spirits Ltd,533104,B,GLOBUSSPR,EQ,Y,Y,55
INE635Q01029,Gulf Oil Lubricants India Limited,538567,B,GULFOILLUB,EQ,Y,Y,55
INE544A01019,Harrisons Malayalam Ltd,500467,B,HARRMALAYA,EQ,Y,Y,55
INE292B01021,HBL Power Systems Limited,517271,B,HBLPOWER,EQ,Y,Y,55
INE634A01018,Honda Siel Power Products Ltd,522064,B,HONDAPOWER,EQ,Y,Y,55
INE415A01038,HSIL Limited,500187,B,HSIL,EQ,Y,Y,55
INE873D01024,Indoco Remedies Ltd,532612,B,INDOCO,EQ,Y,Y,55
INE566K01011,Intrasoft Technologies Ltd,533181,B,ISFT,EQ,Y,Y,55
INE572A01028,JB Chemicals & Pharmaceuticals Ltd,506943,B,JBCHEPHARM,EQ,Y,Y,55
INE782A01015,Johnson Controls-Hitachi Air Conditionin,523398,B,JCHAC,EQ,Y,Y,55
INE602G01020,Kitex Garments Ltd,521248,B,KITEX,EQ,Y,Y,55
INE001B01026,KRBL Ltd,530813,B,KRBL,EQ,Y,Y,55
INE536H01010,Mahindra CIE Automotive Limited,532756,A,MAHINDCIE,EQ,Y,Y,55
INE949H01023,Man Infraconstruction Limited,533169,B,MANINFRA,EQ,Y,Y,55
INE893J01029,Mold-Tek Packaging Ltd,533080,B,MOLDTKPAC,EQ,Y,Y,55
INE592A01026,Orient Paper & Industries Ltd,502420,B,ORIENTPPR,EQ,Y,Y,55
INE399K01017,RattanIndia Power Limited,533122,A,RTNPOWER,EQ,Y,Y,55
INE330H01018,Reliance Communications Ltd,532712,A,RCOM,EQ,Y,Y,55
INE190H01016,Sakuma Exports Limited,532713,B,SAKUMA,EQ,Y,Y,55
INE989A01024,Sanghvi Movers Ltd,530073,B,SANGHVIMOV,EQ,Y,Y,55
INE839M01018,Schneider Electric Infrastructure Ltd,534139,B,SCHNEIDER,EQ,Y,Y,55
INE640A01023,SKF India Ltd,500472,A,SKFINDIA,EQ,Y,Y,55
INE235C01010,Sumeet Industries Ltd,514211,B,SUMEETINDS,EQ,Y,Y,55
INE974X01010,Tube Investments of India Ltd,540762,B,TIINDIA,EQ,Y,Y,55
INE950G01023,Uniply Industries Ltd,532646,B,UNIPLY,EQ,Y,Y,55
INE228A01035,Usha Martin Ltd,517146,B,USHAMART,EQ,Y,Y,55
INE976A01021,West Coast Paper Mills Ltd,500444,B,WSTCSTPAPR,EQ,Y,Y,55
INE966H01019,Zee Media Corporation Limited,532794,B,ZEEMEDIA,EQ,Y,Y,55
INE619I01012,A2Z Infra Engineering Limited,533292,B,A2ZINFRA,EQ,Y,Y,60
INE133A01011,Akzo Nobel India Limited,500710,B,AKZOINDIA,EQ,Y,Y,60
INE715B01013,Andhra Sugars Ltd,590062,B,ANDHRSUGAR,EQ,Y,Y,60
INE646X01014,Astron Paper & Board Mill Limited,540824,B,ASTRON,EQ,Y,Y,60
INE349W01017,Avadh Sugar & Energy Ltd,540649,B,AVADHSUGAR,EQ,Y,Y,60
INE794B01026,Balaji Telefilms Ltd,532382,B,BALAJITELE,EQ,Y,Y,60
INE213C01025,Banco Products India Ltd,500039,B,BANCOINDIA,EQ,Y,Y,60
INE457A01014,Bank of Maharashtra,532525,B,MAHABANK,EQ,Y,Y,60
INE464A01028,Bharat Bijlee Ltd,503960,B,BBL,EQ,Y,Y,60
INE180K01011,Bharat Financial Inclusion ltd,533228,A,BHARATFIN,EQ,Y,Y,60
INE727S01012,Bharat Road Network Limited,540700,B,BRNL,EQ,Y,Y,60
INE180C01026,Capri Global Capital Limited,531595,B,CGCL,EQ,Y,Y,60
INE112A01023,Corporation Bank,532179,A,CORPBANK,EQ,Y,Y,60
INE509F01011,Cupid Ltd,530843,B,CUPID,EQ,Y,Y,60
INE439L01019,Dalmia Bharat Limited,533309,A,DALMIABHA,EQ,Y,Y,60
INE677H01012,Deep Industries Limited,532760,B,DEEPIND,EQ,Y,Y,60
INE435G01025,Dhanuka Agritech Ltd,507717,B,DHANUKA,EQ,Y,Y,60
INE920A01011,Dolphin Offshore Enterprises India Ltd,522261,B,DOLPHINOFF,EQ,Y,Y,60
INE529A01010,Federal-Mogul Goetze (India) Ltd,505744,B,FMGOETZE,EQ,Y,Y,60
INE623B01027,Future Enterprises Limited,523574,B,FEL,EQ,Y,Y,60
INE007B01023,Geojit Financial Services Limited,532285,B,GEOJITFSL,EQ,Y,Y,60
INE300A01016,Goodricke Group Ltd,500166,X,GOODRICKE,EQ,Y,N,60
INE390G01014,GPT Infraprojects Ltd,533761,B,GPTINFRA,EQ,Y,Y,60
INE017A01032,Great Eastern Shipping Company Ltd,500620,A,GESHIP,EQ,Y,Y,60
INE170I01016,Hinduja Global Solutions Ltd,532859,B,HGS,EQ,Y,Y,60
INE501G01024,HT Media Ltd,532662,B,HTMEDIA,EQ,Y,Y,60
INE975G01012,IL&FS Transportation Networks Ltd,533177,A,IL&FSTRANS,EQ,Y,Y,60
INE611L01021,Indian Terrain Fashions Limited,533329,B,INDTERRAIN,EQ,Y,Y,60
INE483S01020,Infibeam Incorporation Limited,539807,A,INFIBEAM,EQ,Y,Y,60
INE070I01018,Insecticides (India) Limited,532851,B,INSECTICID,EQ,Y,Y,60
INE455F01025,Jaiprakash Associates Ltd,532532,A,JPASSOCIAT,EQ,Y,Y,60
INE749A01030,Jindal Steel & Power Ltd,532286,A,JINDALSTEL,EQ,Y,Y,60
INE786A01032,JK Lakshmi Cement Limited,500380,A,JKLAKSHMI,EQ,Y,Y,60
INE278R01018,Karda Constructions Limited,541161,B,KARDA,EQ,Y,Y,60
INE805C01028,KCP LTD,590066,B,KCP,EQ,Y,Y,60
INE401H01017,Kewal Kiran Clothing Limited,532732,B,KKCL,EQ,Y,Y,60
INE732A01036,KIRLOSKAR BROTHERS LTD.,500241,B,KIRLOSBROS,EQ,Y,Y,60
INE082A01010,KOPRAN LTD.,524280,B,KOPRAN,EQ,Y,Y,60
INE245C01019,Leel Electricals Ltd,517518,B,LEEL,EQ,Y,Y,60
INE337A01034,LG Balakrishnan & Bros Ltd,500250,B,LGBBROSLTD,EQ,Y,Y,60
INE405C01035,Lincoln Pharmaceuticals Ltd,531633,B,LINCOLN,EQ,Y,Y,60
INE274B01011,Monsanto India Ltd,524084,A,MONSANTO,EQ,Y,Y,60
INE304A01026,Mukand Ltd,500460,B,MUKANDLTD,EQ,Y,Y,60
INE577A01027,Munjal Showa Ltd,520043,B,MUNJALSHOW,EQ,Y,Y,60
INE317F01035,NESCO Ltd,505355,B,NESCO,EQ,Y,Y,60
INE937C01029,Nila Infrastructures Ltd,530377,B,NILAINFRA,EQ,Y,Y,60
INE096B01018,Nucleus Software Exports Ltd,531209,B,NUCLEUS,EQ,Y,Y,60
INE730A01022,Oricon Enterprises Ltd,513121,B,ORICONENT,EQ,Y,Y,60
INE876N01018,Orient Cement Limited,535754,B,ORIENTCEM,EQ,Y,Y,60
INE244B01030,Patel Engineering Ltd,531120,B,PATELENG,EQ,Y,Y,60
INE138A01028,Peninsula Land Ltd,503031,B,PENINLAND,EQ,Y,Y,60
INE205C01021,Poly Medicure Ltd,531768,B,POLYMED,EQ,Y,Y,60
INE393P01035,Prataap Snacks Limited,540724,B,DIAMONDYD,EQ,Y,Y,60
INE726V01018,Pricol Limited,540293,B,PRICOLLTD,EQ,Y,Y,60
INE050H01012,Rane Madras Ltd,532661,B,RML,EQ,Y,Y,60
INE703B01027,RATNAMANI METALS & TUBES LTD,520111,B,RATNAMANI,EQ,Y,Y,60
INF732E01045,Reliance ETF Junior BeES,590104,B,JUNIORBEES,EQ,Y,Y,60
INE688D01026,Responsive Industries Ltd,505509,B,RESPONIND,EQ,Y,Y,60
INE283H01019,Royal Orchid Hotels Ltd,532699,B,ROHLTD,EQ,Y,Y,60
INE500L01026,S H Kelkar and Company Limited,539450,B,SHK,EQ,Y,Y,60
INF200KA1580,SBI-ETF Nifty Bank,-,-,SETFNIFBK,EQ,N,Y,60
INE790G01031,SHILPA MEDICARE LTD,530549,B,SHILPAMED,EQ,Y,Y,60
INE637H01024,Shivam Autotech Ltd.,532776,B,SHIVAMAUTO,EQ,Y,Y,60
INE076B01028,Siyaram Silk Mills Ltd,503811,B,SIYSIL,EQ,Y,Y,60
INE411D01015,SKM Egg Products Export India Ltd,532143,B,SKMEGGPROD,EQ,Y,Y,60
INE147A01011,Southern Petrochemical Industrial Ltd,590030,B,SPIC,EQ,Y,Y,60
INE247M01014,Speciality Restaurants Limited,534425,B,SPECIALITY,EQ,Y,Y,60
INE937A01023,SPML Infra Limited,500402,B,SPMLINFRA,EQ,Y,Y,60
INE872A01014,Srei Infrastructure Finance Limited,523756,A,SREINFRA,EQ,Y,Y,60
INE460H01021,Star Cement Limited,540575,B,STARCEMENT,EQ,Y,Y,60
INE754A01014,Subex Limited,532348,B,SUBEX,EQ,Y,Y,60
INE105A01035,SUNDARAM CLAYLON LTD.,520056,B,SUNCLAYLTD,EQ,Y,Y,60
INE586V01016,TCI Express Limited,540212,B,TCIEXP,EQ,Y,Y,60
INE338A01016,Thirumalai Chemicals Ltd,500412,B,TIRUMALCHM,EQ,Y,Y,60
INE688A01022,Transport Corporation of India Ltd,532349,B,TCI,EQ,Y,Y,60
INE391D01019,TRF Ltd,505854,B,TRF,EQ,Y,Y,60
INE760L01018,Tribhovandas Bhimji Zaveri Limited,534369,B,TBZ,EQ,Y,Y,60
INE527H01019,UFO Moviez India Limited,539141,B,UFO,EQ,Y,Y,60
INE386A01015,VESUVIUS INDIA LIMITED,520113,B,VESUVIUS,EQ,Y,Y,60
INE565L01011,Zee Learn Limited,533287,B,ZEELEARN,EQ,Y,Y,60
INE217A01012,Zuari Global Limited,500780,B,ZUARIGLOB,EQ,Y,Y,60
INE793A01012,Accelya Kale Solutions Limited,532268,B,ACCELYA,EQ,Y,Y,65
INE172N01012,Adlabs Entertainment Limited,539056,B,ADLABS,EQ,Y,Y,65
INE542B01011,AksharChem India Ltd,524598,B,AKSHARCHEM,EQ,Y,Y,65
INE540G01014,Ambika Cotton Mills Ltd,531978,B,AMBIKCO,EQ,Y,Y,65
INE449C01025,ANDREW YULE & COMPANY LTD,526173,B,-,-,Y,N,65
INE372A01015,Apar Industries Limited,532259,B,APARINDS,EQ,Y,Y,65
INE713T01010,Apollo Micro Systems Limited,540879,B,APOLLO,EQ,Y,Y,65
INE298I01015,Aries Agro Ltd,532935,B,ARIES,EQ,Y,Y,65
INE034S01021,Arvind SmartSpaces Limited,539301,B,ARVSMART,EQ,Y,Y,65
INE350H01032,B. L. Kashyap and Sons Limited,532719,B,BLKASHYAP,EQ,Y,Y,65
INE354C01027,Bhageria Industries Limited,530803,B,BHAGERIA,EQ,Y,Y,65
INE316L01019,Bharat Wire Ropes Limited,539799,B,BHARATWIRE,EQ,Y,Y,65
INE071A01013,Binani Industries Limited,500059,B,BINANIIND,EQ,Y,N,65
INE995D01025,CHEMBOND CHEMICALS LTD,530871,X,-,-,Y,N,65
INE492A01029,Clariant Chemicals India Ltd,506390,B,CLNINDIA,EQ,Y,Y,65
INE981B01011,CMI LTD,517330,B,CMICABLES,EQ,Y,Y,65
INE757A01017,Cosmo Films Ltd,508814,B,COSMOFILMS,EQ,Y,Y,65
INE495A01022,Dalmia Bharat Suger & ind. ltd,500097,B,DALMIASUG,EQ,Y,Y,65
INE680A01011,Dhanlaxmi Bank Limited,532180,B,DHANBANK,EQ,Y,Y,65
INE477B01010,Dhunseri Petrochem & Tea Limited,523736,B,DPL,EQ,Y,Y,65
INE276C01014,EIH Associated Hotels Ltd,523127,B,EIHAHOTELS,EQ,Y,Y,65
INE285A01027,Elgi Equipments Ltd,522074,B,ELGIEQUIP,EQ,Y,Y,65
INE296H01011,Emkay Global Financial Services Ltd,532737,B,EMKAY,EQ,Y,Y,65
INE265F01028,Entertainment Network India Ltd,532700,B,ENIL,EQ,Y,Y,65
INE258B01022,FDC Ltd,531599,B,FDC,EQ,Y,Y,65
INE296C01020,Fiberweb India Ltd,507910,X,-,-,Y,N,65
INE737H01014,Fiem Industries Limited,532768,B,FIEMIND,EQ,Y,Y,65
INE183A01016,FINOLEX INDUSTRIES LTD.,500940,A,FINPIPE,EQ,Y,Y,65
INE360L01017,Future Market Network Limited (agre),533296,B,FMNL,EQ,Y,Y,65
INE181G01025,Gammon Infrastructure Projects Ltd,532959,B,GAMMNINFRA,EQ,Y,Y,65
INE845D01014,Ganesha Ecosphere   Limited,514167,B,GANECOS,EQ,Y,Y,65
INE887G01027,Gokaldas Exports Ltd,532630,B,GOKEX,EQ,Y,Y,65
INE533A01012,Goodyear India Ltd,500168,B,-,-,Y,N,65
INE869I01013,GTPL Hathway Limited,540602,B,GTPL,EQ,Y,Y,65
INE162A01010,Gujarat Industries Power Company Ltd,517300,B,GIPCL,EQ,Y,Y,65
INE782E01017,Hester Biosciences Ltd,524669,B,HESTERBIO,EQ,Y,Y,65
INE102A01024,Hotel Leelaventure Ltd,500193,B,HOTELEELA,EQ,Y,Y,65
INE596H01014,HOV Services Limited,532761,B,HOVS,EQ,Y,Y,65
INE495S01016,HPL Electric & Power Limited,540136,B,HPL,EQ,Y,Y,65
INE275B01026,Huhtamaki PPL Limited,509820,B,PAPERPROD,EQ,Y,Y,65
INE050B01023,IL & FS Investment managers Ltd,511208,B,IVC,EQ,Y,Y,65
INE486J01014,Infinite Computer Solutions (India) Ltd,533154,B,INFINITE,EQ,Y,Y,65
INE435A01028,International Paper APPM Limited,502330,B,IPAPPM,EQ,Y,Y,65
INE858B01011,ISGEC Heavy Engineering Ltd,533033,B,-,-,Y,N,65
INE571B01028,Jay Bharat Maruti Ltd,520066,B,JAYBARMARU,EQ,Y,Y,65
INE785A01026,Jayant Agro Organics Ltd,524330,B,JAYAGROGN,EQ,Y,Y,65
INE364A01020,Jayshree Tea & Industries Limited,509715,B,JAYSREETEA,EQ,Y,Y,65
INE544H01014,JHS Svendgaard Laboratories Limited,532771,B,JHS,EQ,Y,Y,65
INE742C01031,Jindal Drilling & Industries Ltd,511034,B,JINDRILL,EQ,Y,Y,65
INE437B01014,Kakatiya Cement Sugar & Industries Ltd,500234,B,KAKATCEM,EQ,Y,Y,65
INE967C01018,Kamat Hotels India Ltd,526668,B,KAMATHOTEL,EQ,Y,Y,65
INE390H01012,Kamdhenu Limited,532741,B,KAMDHENU,EQ,Y,Y,65
INE717A01029,Kennametal India Ltd,505890,B,-,-,Y,N,65
INE880L01014,KIOCL Limited,540680,B,KIOCL,EQ,Y,Y,65
INE884B01025,Kirloskar Ferrous Industries Ltd,500245,B,-,-,Y,N,65
INE080B01012,Kohinoor Foods Ltd,512559,B,KOHINOOR,EQ,Y,Y,65
INE760A01029,KokuyoCamlin Ltd,523207,B,KOKUYOCMLN,EQ,Y,Y,65
INF174K014P6,Kotak Nifty ETF,537708,B,KOTAKNIFTY,EQ,Y,Y,65
INE347A01017,Mangalam Cement Ltd,502157,B,MANGLMCEM,EQ,Y,Y,65
INE154U01015,Max Ventures and Industries Limited,539940,B,MAXVIL,EQ,Y,Y,65
INE071D01033,Menon Bearings Ltd,523828,B,MENONBE,EQ,Y,Y,65
INE950M01013,Monte Carlo Fashions Limited,538836,B,MONTECARLO,EQ,Y,Y,65
INE472M01018,MT Educare Limited,534312,B,MTEDUCARE,EQ,Y,Y,65
INE919I01016,Music Broadcast Limited,540366,B,RADIOCITY,EQ,Y,Y,65
INE454M01024,Nagarjuna Fertilizers and Chemicals Ltd,539917,B,NAGAFERT,EQ,Y,Y,65
INE875G01030,Nandan Denim Limited,532641,B,NDL,EQ,Y,Y,65
INE060A01024,Navneet Education Limited,508989,B,NAVNETEDUL,EQ,Y,Y,65
INE189I01024,Nelcast Limited,532864,B,NELCAST,EQ,Y,Y,65
INE794A01010,Neuland Laboratories Ltd,524558,B,NEULANDLAB,EQ,Y,Y,65
INE229H01012,Nitin Spinners Ltd,532698,B,NITINSPIN,EQ,Y,Y,65
INE234A01025,Novartis India Ltd,500672,B,NOVARTIND,EQ,Y,N,65
INE740D01017,NR Agarwal Industries Ltd,516082,B,NRAIL,EQ,Y,Y,65
INE290B01025,OCL India Ltd,502165,B,OCL,EQ,Y,Y,65
INE743M01012,Orient Refractories Ltd. (ORL),534076,B,ORIENTREF,EQ,Y,Y,65
INE321D01016,Oriental Carbon & Chemicals Ltd,506579,B,OCCL,EQ,Y,Y,65
INE750A01020,Oriental Hotels Ltd,500314,B,ORIENTHOT,EQ,Y,Y,65
INE725E01024,Orissa Minerals Development Company Ltd,590086,B,ORISSAMINE,EQ,Y,Y,65
INE305C01029,PANAMA PETROCHEM LTD,524820,B,PANAMAPET,EQ,Y,Y,65
INE529D01014,Patel Integrated Logistics Ltd,526381,B,PATINTLOG,EQ,Y,Y,65
INE785M01013,PC Jeweller Limited,534809,A,PCJEWELLER,EQ,Y,Y,65
INE450D01021,PITTI ENGINEERING LIMITED,513519,B,PITTIENG,EQ,Y,Y,65
INE859A01011,PNB Gilts Ltd,532366,B,PNBGILTS,EQ,Y,Y,65
INE637C01025,Pokarna Ltd,532486,B,POKARNA,EQ,Y,Y,65
INE763A01023,Polaris Consulting & Services Limited,532254,A,POLARIS,EQ,Y,Y,65
INE367G01038,Prime Focus Ltd,532748,B,PFOCUS,EQ,Y,Y,65
INE195N01013,Prozone Intu Properties Limited,534675,B,PROZONINTU,EQ,Y,Y,65
INE244J01017,Rane Brake Lining Limited,532987,B,RBL,EQ,Y,Y,65
INE123M01017,RDB Rasayans Limited,533608,X,-,-,Y,N,65
INE461B01014,Repro India Ltd,532687,B,REPRO,EQ,Y,Y,65
INE611A01016,RSWM Ltd,500350,B,RSWM,EQ,Y,Y,65
INE301D01026,RUBY MILLS LTD,503169,B,RUBYMILLS,EQ,Y,Y,65
INE803H01014,Ruchira Papers Ltd,532785,B,RUCHIRA,EQ,Y,Y,65
INE807K01035,S Chand and Company Limited,540497,B,SCHAND,EQ,Y,Y,65
INE764L01010,Sadbhav Infrastructure Project Limited,539346,B,SADBHIN,EQ,Y,Y,65
INE229C01013,Sagar Cements Ltd,502090,B,SAGCEM,EQ,Y,Y,65
INE170V01019,Salasar Techno Engineering Limited,540642,B,SALASAR,EQ,Y,Y,65
INE457F01013,SALZAR ELECTRONICS LTD,517059,B,SALZERELEC,EQ,Y,Y,65
INE495C01010,Sangam India Ltd,514234,B,SANGAMIND,EQ,Y,Y,65
INE151G01010,SHAILY ENGINEERING PLASTICS LTD.,501423,X,-,-,Y,N,65
INE631A01022,Shanthi Gears Ltd,522034,B,SHANTIGEAR,EQ,Y,Y,65
INE363M01019,Shemaroo Entertainment Limited,538685,B,SHEMAROO,EQ,Y,Y,65
INE757B01015,Shreyas Shipping & Logistics Ltd,520151,B,SHREYAS,EQ,Y,Y,65
INE964H01014,Shriram EPC Ltd,532945,B,SHRIRAMEPC,EQ,Y,Y,65
INE812G01025,SMS Pharmaceuticals Limited,532815,B,SMSPHARMA,EQ,Y,Y,65
INE733A01018,Star Paper Mills Ltd,516022,B,STARPAPER,EQ,Y,Y,65
INE663A01017,SUPREME PETROCHEM LTD,500405,B,SUPPETRO,EQ,Y,Y,65
INE277A01016,Swaraj Engines Ltd,500407,B,SWARAJENG,EQ,Y,Y,65
INE187D01011,Talbros Automotive Components Ltd,505160,B,TALBROAUTO,EQ,Y,Y,65
INE148A01019,Tamilnadu Petroproducts Ltd,500777,B,TNPETRO,EQ,Y,Y,65
INE517B01013,Tata Teleservices Maharashtra Ltd,532371,B,TTML,EQ,Y,N,65
INE419M01019,TD Power Systems Limited,533553,B,TDPOWERSYS,EQ,Y,Y,65
INE435C01024,Texmaco Infrastructure & Holdings Limite,505400,B,TEXINFRA,EQ,Y,Y,65
INE319B01014,The Byke Hospitality    Ltd,531373,B,BYKE,EQ,Y,Y,65
INE484C01022,TIDE WATER OIL INDIA LTD,590005,B,TIDEWATER,EQ,Y,Y,65
INE806C01018,TIL Ltd,505196,B,TIL,EQ,Y,Y,65
INE695A01019,United Bank of India,533171,B,UNITEDBNK,EQ,Y,Y,65
INE279A01012,Universal Cables Ltd,504212,B,UNIVCABLES,EQ,Y,Y,65
INE786F01031,Uttam Sugar Mills Limited,532729,B,UTTAMSUGAR,EQ,Y,Y,65
INE050M01012,Vardhman Special Steels Ltd,534392,B,VSSL,EQ,Y,Y,65
INE632C01026,Vidhi Specialty Food Ingredients Limited,531717,B,VIDHIING,EQ,Y,Y,65
INE579C01029,VIMTA LABS LIMITED,524394,B,VIMTALABS,EQ,Y,Y,65
INE707A01012,VINDHYA TELE,517015,B,VINDHYATEL,EQ,Y,Y,65
INE250B01029,Vinyl Chemicals India Ltd,524129,B,VINYLINDIA,EQ,Y,Y,65
INE450G01024,VIP Clothing Ltd,532613,B,VIPCLOTHNG,EQ,Y,Y,65
INE709A01018,VLS Finance Ltd,511333,B,VLSFINANCE,EQ,Y,Y,65
INE540H01012,Voltamp Transformers Limited,532757,B,VOLTAMP,EQ,Y,Y,65
INE066O01014,Wonderla Holidays Limited,538268,B,WONDERLA,EQ,Y,Y,65
INE144J01027,20 Microns Ltd,533022,B,20MICRONS,EQ,Y,Y,70
INE364U01010,Adani Green Energy Limited,541450,B,ADANIGREEN,EQ,Y,N,70
INE045A01017,Ador Welding Ltd,517041,B,ADORWELD,EQ,Y,Y,70
INE150B01021,ALKYL AMINES CHEMICALS,506767,B,ALKYLAMINE,EQ,Y,Y,70
INE116A01024,APCOTEX LATTICES LIMITED,523694,B,APCOTEXIND,EQ,Y,Y,70
INE439A01020,Asahi India Glass Ltd,515030,B,ASAHIINDIA,EQ,Y,Y,70
INE488D01021,AVT Natural Products Ltd,519105,B,AVTNPL,EQ,Y,Y,70
INE521J01018,Career Point Limited,533260,B,CAREERP,EQ,Y,Y,70
INE704H01022,Cineline India Limited,532807,B,CINELINE,EQ,Y,Y,70
INE583C01021,Deccan Cements Ltd,502137,B,DECCANCE,EQ,Y,Y,70
INE221B01012,Dynamatic Technologies Limited,505242,B,DYNAMATECH,EQ,Y,Y,70
INE256H01015,Dynemic Products Ltd,532707,B,DYNPRO,EQ,Y,Y,70
INE753K01015,Emmbi Industries Limited,533161,B,EMMBI,EQ,Y,Y,70
INE284A01012,ESAB INDIA LTD.,500133,B,ESABINDIA,EQ,Y,Y,70
INE778B01029,Ester Industries Limited,500136,B,ESTER,EQ,Y,N,70
INE959A01019,Fairchem Speciality Limited,530117,B,FAIRCHEM,EQ,Y,Y,70
INE519A01011,FOSECO INDIA,500150,B,FOSECOIND,EQ,Y,Y,70
INE752P01024,Future Retail Limited,540064,A,FRETAIL,EQ,Y,Y,70
INE200A01026,GE T&D India Limited,522275,A,GET&D,EQ,Y,Y,70
INE916G01016,GeeCee Ventures Limited,532764,B,GEECEE,EQ,Y,Y,70
INE424C01010,Ginni Filaments Limited,590025,B,GINNIFILA,EQ,Y,Y,70
INE077F01035,GOCL Corporation Limited,506480,B,GOCLCORP,EQ,Y,Y,70
INE586G01017,GP PETROLEUMS LIMITED,532543,B,GULFPETRO,EQ,Y,Y,70
INE939D01015,Harita Seating Systems Ltd,590043,B,HARITASEAT,EQ,Y,Y,70
INE353A01023,Hinduja Ventures Ltd,500189,B,HINDUJAVEN,EQ,Y,Y,70
INE133Y01011,IFGL Refractories Ltd.,540774,B,IFGLEXPOR,EQ,Y,Y,70
INE547E01014,India Motor Parts & Accessories Ltd,590065,B,IMPAL,EQ,Y,Y,70
INE092B01025,India Nippon Electricals Ltd,532240,B,INDNIPPON,EQ,Y,Y,70
INE323C01030,Indian Hume Pipe Company Ltd,504741,B,INDIANHUME,EQ,Y,Y,70
INE189B01011,INEOS Styrolution India Limited,506222,B,INEOSSTYRO,EQ,Y,Y,70
INE824G01012,JSW Holdings Limited,532642,B,JSWHL,EQ,Y,Y,70
INE900B01029,Kabra Extrusiontechnik Ltd,524109,B,KABRAEXTRU,EQ,Y,Y,70
INE029L01018,Kalyani Investment Company Limited,533302,B,KICL,EQ,Y,Y,70
INE138C01024,Kanoria Chemicals & Industries Ltd,506525,B,KANORICHEM,EQ,Y,Y,70
INE790B01024,KCP Sugar and Industries Corporation Lim,533192,B,KCPSUGIND,EQ,Y,Y,70
INE146L01010,Kirloskar Oil Engines Limited,533293,B,KIRLOSENG,EQ,Y,Y,70
INF373I01023,KOTAK MAHINDRA MUTUAL FUND - KOTAK PSU B,590107,B,KOTAKPSUBK,EQ,Y,Y,70
INE112F01022,Lambodhara Textile Ltd,590075,B,LAMBODHARA,EQ,Y,Y,70
